#
# MI and Cosines
#
#
# mi	rmi	cos-mi	cos-rmi
-1.79461	-0.09264	0.181488	0.167201
-4.87988	-3.98595	0.201608	0.103548
0.071436	2.098151	0.286824	0.235631
1.370111	2.383988	0.628833	0.599450
0.284705	1.279622	0.662418	0.666602
-1.01858	-1.00100	0.378110	0.393606
0.500624	1.508386	0.560535	0.541269
-0.11551	2.214608	0.471442	0.437210
0.587916	1.861441	0.159076	0.229517
0.391754	1.721154	0.449867	0.437766
1.276600	2.514880	0.726800	0.710643
1.222963	2.579688	0.633078	0.612078
0.286450	0.794315	0.641640	0.637161
-2.47356	-0.81831	-0.12080	-0.04754
6.797380	6.838872	0.494536	0.530692
-1.33730	-0.03609	-0.15669	0.001384
-0.25970	0.572264	0.581870	0.556802
1.286033	1.188382	0.512239	0.522553
0.963600	2.017364	-0.14175	-0.03009
-0.65168	0.947822	-0.08482	0.044266
0.327907	1.366097	0.622587	0.611696
1.119484	3.859783	0.631175	0.666937
0.755326	2.602659	0.327270	0.324742
0.636249	3.061906	0.176054	0.207485
0.152038	3.371523	0.437585	0.463284
-2.22804	-0.33098	-0.23316	-0.08330
0.430076	0.720331	0.370757	0.431186
1.599495	3.561500	0.586735	0.604327
-2.26593	-2.76288	0.123197	0.023938
-0.82798	0.118610	-0.16750	-0.00042
0.309035	0.953841	0.565643	0.557166
-0.23969	1.429058	-0.07060	0.062434
2.741033	3.248325	0.038717	0.137771
1.174812	3.222104	0.345539	0.334304
-0.08392	1.097773	-0.01601	0.092730
0.432666	1.348890	0.252807	0.308289
2.372621	2.966627	0.721026	0.706443
-0.57255	0.891719	-0.13432	0.022303
0.486045	1.940821	0.726455	0.735373
-2.62198	-0.69863	0.392725	0.374942
-0.35517	1.202168	0.413854	0.372138
-1.44858	0.750039	0.019653	0.082020
-3.04109	-2.09929	0.089817	0.143694
-0.99201	0.432795	-0.16296	0.001134
-4.38847	-3.31940	-0.25870	-0.15213
0.563727	0.033033	0.675463	0.586219
1.620061	1.356447	0.754852	0.758061
0.888415	2.190824	0.091332	0.186512
-2.17283	-0.46839	-0.22471	-0.15041
0.760974	1.780266	0.490430	0.479861
0.539885	2.585341	0.511807	0.737662
-4.86512	-3.14086	-0.22316	-0.13845
0.617379	2.644495	0.701806	0.636415
6.832630	7.178863	1.000000	1.000000
1.911618	2.502634	0.699841	0.690726
1.073667	1.314022	0.618590	0.613262
-0.02428	1.900411	0.111125	0.176402
0.929175	2.830812	0.676170	0.625863
0.784492	0.870144	0.506968	0.535047
0.779134	2.005200	0.278227	0.305905
0.246935	2.055250	0.624068	0.576530
1.138855	2.171861	0.589312	0.574412
-0.87086	0.847188	-0.14858	0.005166
0.294470	1.346096	0.568884	0.562718
0.070918	2.098239	0.484720	0.455146
0.061184	1.082547	0.494607	0.481607
0.346896	1.711976	0.574854	0.524941
-0.21013	1.283173	0.662988	0.677775
1.117600	2.544825	0.736150	0.733056
0.470818	1.066762	-0.11320	0.001881
-4.54645	-2.87261	0.200067	0.150638
-0.38062	1.781318	0.298803	0.603889
1.152095	3.154958	0.607980	0.387493
-0.50151	2.673970	0.366932	0.311408
-4.50534	-3.17397	-0.44416	-0.43732
-1.08319	1.131045	0.144451	0.390554
-2.67170	-0.31202	-0.01284	0.394106
  -inf.0	  -inf.0	0.143769	0.038391
0.443328	-0.55583	0.074826	-0.15182
-1.78671	0.744300	-0.49249	-0.52275
-4.62773	-1.67683	-0.22267	-0.40854
-0.80037	1.498069	0.370726	0.033419
-1.34045	-0.32726	-0.29291	-0.39440
-2.56351	-0.74852	-0.40452	-0.36490
1.935054	6.079725	0.608851	0.188752
-7.11617	-5.61838	0.100928	-0.08309
-0.11721	1.785579	0.607526	0.689719
-4.31132	-3.88144	0.576655	0.472477
3.877616	6.211727	0.771139	0.583705
-0.01291	1.225234	0.503387	0.551123
-1.70654	-0.55228	0.165875	0.157801
-6.14467	-4.56126	-0.33961	-0.36911
1.447808	3.348614	-0.11711	-0.08928
-4.11838	-2.61464	-0.14507	0.067834
0.340702	3.161999	0.528317	0.717499
-0.22851	0.600898	0.538644	0.540237
-2.05087	0.476960	0.335211	0.158112
-5.44552	-4.49443	0.178090	0.132981
1.059994	3.985920	0.628560	0.785650
  -inf.0	  -inf.0	0.586668	0.473179
-3.50149	-0.76306	-0.33241	-0.12510
0.458945	2.937611	0.505739	0.309831
-3.74284	-1.55033	0.285593	0.139485
-0.44007	0.603100	0.587487	0.723262
-9.90704	-8.01961	-0.17397	-0.51521
1.987972	3.624050	0.663219	0.585451
-11.0371	-9.36558	-0.34325	-0.50363
3.306211	5.688458	0.519498	0.525580
1.327131	4.434989	0.515502	0.747577
0.299428	3.337167	0.680308	0.470174
1.397579	3.939053	0.649112	0.425424
-6.94578	-4.05071	-0.23752	-0.27949
-5.40982	-4.11004	0.423367	0.266986
-2.54881	1.491161	0.194696	0.183187
-2.83614	-0.82483	0.253300	0.339003
-3.58323	-2.12443	-0.25686	-0.23790
-2.66269	-1.44866	-0.10486	0.125545
-1.16664	0.262503	0.106498	0.091496
-0.31516	2.403797	0.250073	0.567921
-1.92976	-1.50895	-0.32995	-0.49538
0.451615	1.951570	0.540414	0.732529
-4.28291	-0.63542	-0.11976	-0.51218
-0.64278	1.333099	0.271964	0.562701
-1.40291	-0.27096	-0.03407	0.206456
-0.28867	1.449731	0.236053	0.242643
-1.10975	2.393984	0.094583	0.514804
1.751851	3.353241	0.712379	0.771618
-13.9311	-12.2163	0.092346	-0.12973
0.010202	0.929887	0.487575	0.507144
-3.19543	-0.20542	-0.28809	-0.19642
2.697799	4.885756	0.402059	0.463921
-2.97270	1.540272	-0.08633	-0.53338
-2.01144	-1.87151	0.016433	0.153949
-0.12664	-0.00652	0.460455	0.433886
2.018176	5.463867	0.845888	0.793854
-0.30482	0.931715	0.015396	-0.14333
0.093821	1.229521	0.545820	0.540719
-0.01734	3.898986	0.631881	0.803290
-1.20695	1.551340	0.149362	0.210550
-3.89847	-1.23298	0.401660	0.197144
1.555128	4.738974	0.653487	0.885524
0.447504	2.774223	0.705071	0.845285
-2.36246	-0.90002	0.122051	0.374487
-3.70373	-1.11992	-0.29934	-0.52261
-3.97000	-2.43482	-0.08093	0.081683
-2.60317	-1.32944	-0.30357	-0.25320
-6.88063	-4.75945	-0.38227	-0.43870
-1.72818	-1.53402	0.232764	0.231141
-3.85792	-1.99879	-0.15881	-0.03810
-0.59001	1.049135	0.690836	0.678846
-2.45740	-0.77066	0.174363	0.399771
0.638849	3.849830	0.057098	0.239554
-3.83567	-2.36626	0.068850	0.019286
-6.19784	-4.01342	0.141932	0.010725
-2.98933	-0.98274	-0.36101	-0.25378
-3.61231	-0.05468	-0.08212	0.137465
-8.61004	-6.39176	-0.03292	-0.14145
-0.30841	1.313203	-0.10028	0.024196
-4.60831	-4.64477	-0.50227	-0.52248
0.232375	3.202863	0.184389	0.584603
1.423893	5.083777	0.694127	0.544318
-2.65519	-1.47754	-0.31408	-0.13969
-3.12242	-2.37034	-0.07463	-0.40729
-2.94185	-1.60193	-0.28148	-0.32095
-0.68109	2.678870	0.479159	0.726192
0.790639	4.524726	0.575369	0.558450
0.958424	3.000230	0.777963	0.710010
-5.42264	-2.71869	0.378838	0.148881
-4.93937	-3.81994	-0.43856	-0.59464
-0.82330	2.115487	0.497548	0.667552
-3.55042	-0.68530	-0.32276	-0.17539
-3.65004	-2.09814	-0.26218	-0.16513
  -inf.0	  -inf.0	0.266655	0.169192
-0.55137	-0.22373	-0.10606	-0.07724
1.359773	2.871173	0.236344	0.022067
2.497657	3.691429	0.087896	-0.15688
0.851611	2.240357	0.627863	0.553952
1.706093	3.861378	0.694573	0.741812
-0.40577	1.754026	0.714951	0.632750
1.508981	4.158895	0.467181	0.731262
-2.40373	-1.81026	0.000701	0.021975
-3.17296	-0.25116	0.419500	0.170933
1.538664	3.798528	0.678825	0.717098
-4.45371	-1.87518	0.023841	-0.13038
1.052325	3.037147	0.509072	0.531787
-1.43429	2.296375	0.531370	0.412024
0.112908	2.118939	-0.00172	0.189077
-4.30368	-1.91141	-0.28536	-0.17931
-7.35480	-4.30712	-0.24490	-0.47503
-9.81450	-7.11955	0.119681	-0.20020
2.213562	5.091641	0.670864	0.827523
1.378188	3.988255	0.387931	0.582086
1.764336	3.820085	0.756167	0.734900
1.319156	1.880418	0.619101	0.601765
-5.04249	-0.91445	0.541346	0.200692
0.724816	1.325161	0.548886	0.586978
3.366784	6.424503	1.000000	1.000000
-7.49059	-3.31764	-0.36032	-0.60795
1.523329	2.962279	0.532174	0.356549
-6.23535	-3.71119	-0.10382	-0.31123
1.088368	1.965509	0.676295	0.688829
-13.7902	-11.9383	0.471989	0.109604
-12.2460	-10.5812	0.458812	0.203876
-0.92480	0.540107	0.063085	0.306738
-2.67896	-0.58228	-0.32792	-0.23760
-0.78538	0.488728	0.116873	0.177886
-10.2937	-8.21880	0.393520	0.146043
0.148383	3.571461	0.537441	0.294022
-7.96110	-5.04121	0.385934	0.052182
-1.13628	1.023537	0.430663	0.310457
-11.2157	-10.0661	0.110757	-0.02690
0.470396	2.592166	0.490924	0.711323
1.076370	5.898937	0.368242	0.146001
2.188279	4.713752	0.543166	0.469095
-0.61667	-1.04440	0.452317	0.438695
0.923344	2.399683	0.080514	0.129137
3.084828	5.675442	0.754111	0.563232
-0.89038	1.145034	-0.25320	-0.08019
-0.31521	1.063816	0.230401	0.473827
-2.63424	0.620714	0.120333	0.396349
-4.21054	-1.51014	-0.42989	-0.06437
-0.95443	0.572518	0.157726	0.405517
-1.29346	0.079386	0.063706	0.130703
-0.99760	-1.18058	0.402451	0.373993
3.482923	3.415172	0.432610	0.390250
1.155067	4.728705	0.688518	0.619548
-0.16903	-0.52848	0.508513	0.455678
-5.85058	-2.93915	0.080953	-0.20565
0.503047	1.057091	0.646195	0.738302
-1.23254	1.552333	0.324194	0.111408
0.482684	1.287525	0.399876	0.423184
-0.09180	2.074258	0.574372	0.569443
-0.59405	2.443817	0.389849	0.716584
1.557034	4.785212	0.701864	0.821026
-1.59592	0.283762	-0.26007	-0.17414
-0.61189	2.733161	0.610532	0.333077
0.375888	2.662166	0.279019	0.573923
1.042272	3.121621	0.568531	0.800059
2.914907	4.779569	0.488442	0.320807
-2.20513	1.073498	0.152011	0.339068
-3.48917	-1.34521	-0.02065	-0.15722
-3.23933	0.323371	-0.15191	-0.37219
-2.94060	-1.85563	-0.19742	-0.22954
  -inf.0	  -inf.0	0.097440	-0.14507
-7.79070	-5.77532	-0.44999	-0.50909
-5.82025	-2.61837	-0.34224	-0.28798
-2.68034	0.702251	-0.24740	0.167184
-0.49144	0.829248	0.189709	0.464168
-0.75690	0.738285	-0.04839	0.062618
0.451272	1.664393	0.562611	0.543052
-2.18875	-1.42759	-0.17790	-0.22670
-6.37027	-3.78073	-0.21107	-0.09741
0.586545	3.082091	0.370272	0.603707
-1.51816	0.504425	0.074112	0.247943
-2.39414	-0.30210	-0.05639	0.150039
1.840084	4.576421	0.774521	0.895999
-1.20165	1.378879	-0.24060	-0.20364
-0.31386	2.093575	0.219759	0.426184
-6.64685	-2.59175	0.168617	-0.27408
-4.00793	-2.90909	-0.07940	-0.03895
2.131768	2.824009	0.546134	0.459789
-3.50484	-2.96561	-0.49620	-0.48558
-4.07917	-1.64136	0.390774	0.196606
-1.00638	1.061577	-0.00297	0.332628
1.144522	1.897168	0.494867	0.475084
-12.8471	-11.4667	-0.12069	-0.31452
0.667989	2.422129	0.545914	0.684860
0.494525	2.786599	0.450339	0.623064
1.262447	2.257760	0.509591	0.468441
-3.07627	-1.10723	-0.11480	0.163264
-1.54245	-1.05067	-0.07674	0.090557
-0.19334	1.976126	0.358830	0.552326
1.079801	1.410235	0.638561	0.633563
1.222668	3.970914	0.668494	0.817663
-2.06664	-1.03802	-0.26742	-0.21087
0.392289	2.178879	0.209748	0.279188
-0.42693	1.864848	0.416500	0.349057
0.644087	3.016939	0.267061	0.568856
0.799931	2.502367	0.719436	0.603871
-10.1594	-6.78225	0.358697	0.004227
-2.03621	0.012092	0.242103	0.280353
-1.49303	-1.14874	0.190735	0.040637
-1.03830	1.258829	-0.17406	-0.10031
-0.53174	2.365823	0.675482	0.829222
-1.63381	-0.21024	0.082697	0.183684
-1.62997	-1.29385	-0.04816	-0.18432
-3.77796	-1.16813	-0.38107	-0.17605
-5.19756	-4.45119	-0.32929	-0.43774
-1.03367	2.187203	0.524981	0.490116
-1.14795	3.046199	0.518993	0.392406
0.862839	1.663560	0.464142	0.522386
  -inf.0	  -inf.0	0.056000	-0.17647
-1.67473	-0.93352	0.228751	0.092835
-2.88220	-1.07096	-0.21788	0.054258
1.002435	2.973637	0.643956	0.783768
1.690528	5.065353	0.827750	0.868722
-0.89536	0.709119	-0.29807	-0.10749
-11.9929	-9.95468	0.156825	-0.13358
-2.09185	-0.07316	0.031046	0.275010
-3.33611	-1.26516	-0.34725	-0.23262
-0.31348	3.114177	0.298158	0.499724
-1.61636	-0.37559	0.146333	0.108715
2.213854	5.217322	0.693690	0.854428
-3.35212	-0.68701	0.210079	0.110017
1.491911	3.822731	0.790089	0.858987
-1.52859	-0.95661	0.595399	0.492156
-2.03195	0.462661	-0.27264	0.261833
-0.95834	0.809405	0.082931	0.227111
-8.21728	-6.47305	-0.18139	-0.38005
-4.29820	-3.54959	-0.34778	-0.32863
1.764321	2.490524	0.707622	0.665801
-0.48131	1.517484	0.416375	0.546646
2.578286	2.415897	0.632953	0.641608
-3.54421	-1.46562	-0.26969	-0.15568
-2.05455	0.583671	0.009918	0.207831
4.550334	6.006507	0.855334	0.804535
-0.46639	1.419811	0.255180	0.535086
-2.36322	0.164843	-0.01533	0.150157
-4.80189	-3.42296	-0.36354	-0.38163
-5.03419	-2.87973	-0.36976	-0.29519
-3.28897	0.008609	-0.27959	-0.31641
-7.39490	-6.64080	-0.37507	-0.44552
-1.71264	1.769615	0.107610	0.475239
-6.82621	-4.69697	-0.38346	-0.25871
-1.16666	1.253563	0.349461	0.547879
-4.59783	-3.11009	0.209004	-0.13874
-1.03430	-0.18713	0.148414	0.361529
-4.00532	-1.81684	-0.23011	-0.08842
-1.94436	0.355328	0.258930	0.137712
0.855689	2.259381	0.578359	0.649620
0.180185	-0.18509	0.394753	0.336911
-2.38791	-2.37659	-0.27441	-0.28431
-2.86002	-1.42361	-0.22570	-0.10940
0.840946	2.704316	0.698221	0.587130
-3.39872	-1.05625	0.190254	0.182976
0.359662	2.300700	0.434522	0.524733
  -inf.0	  -inf.0	0.006277	-0.25182
-10.6865	-9.98276	-0.21894	-0.21531
-9.43925	-6.99130	0.066412	-0.27540
1.663173	3.784512	0.771485	0.674490
-0.34023	1.116096	0.496102	0.419758
-6.22629	-4.08752	-0.28140	-0.44746
0.010976	0.652902	0.427461	0.311643
-10.3842	-9.53912	0.038234	-0.08978
-0.98565	0.636708	0.192069	0.440762
-1.46919	0.049423	-0.15466	0.044500
-6.51211	-3.56710	0.485810	0.033376
1.901753	2.981107	0.511429	0.638897
-1.75852	-0.39088	-0.06139	0.235979
0.534121	0.664955	0.569166	0.292454
-2.65382	-1.61299	-0.28001	-0.35885
-0.95442	0.183470	0.198746	0.460918
-4.47834	-2.50136	-0.37696	-0.28870
0.819976	2.377762	0.528856	0.662234
0.386655	1.323587	0.518935	0.497598
-0.59202	1.516747	0.640691	0.591641
0.388022	1.938843	0.306062	0.387931
-2.34034	-1.33707	-0.28075	-0.18486
-0.59116	3.122701	0.157574	0.732058
-0.34489	1.705554	0.209356	0.380089
-1.91051	-0.01664	0.257163	0.364281
-0.56980	0.399832	0.006448	0.177085
-2.66934	-0.18658	-0.25410	0.009863
-0.16770	3.402726	-0.03661	0.411354
-1.68261	0.025320	-0.11762	-0.10590
-12.3031	-10.9023	0.280948	0.063153
1.341996	3.145206	0.710979	0.793578
-3.85711	-1.48624	-0.40635	-0.56297
-4.99239	-0.92405	-0.29970	-0.04056
-6.02507	-4.37475	0.472143	0.210912
-2.05190	-0.51361	0.002519	0.023409
0.706837	3.052701	0.412377	0.667568
-4.05101	-1.44147	0.269267	-0.03849
  -inf.0	  -inf.0	-0.00638	-0.20133
-2.50568	0.200264	0.020528	0.237169
1.557933	5.344151	0.761672	0.700705
-1.42237	1.610658	-0.03251	0.366207
-10.2965	-9.60647	-0.07077	-0.19844
-7.85721	-5.58275	0.139249	-0.22044
-3.03426	-1.40935	-0.30749	-0.27009
-5.94365	-4.72535	0.148874	0.040118
-4.16247	-1.56723	-0.11942	0.009012
-1.88762	0.561865	-0.17895	-0.06593
-2.79220	-0.85206	0.180712	0.325065
-3.95183	-0.99363	-0.28655	-0.17246
-3.40662	-3.18379	0.098258	0.053560
-5.75937	-3.85502	-0.14828	-0.21088
1.721599	3.640461	0.820456	0.756182
-0.63384	0.471840	-0.20794	-0.05297
-9.86956	-9.18549	0.096879	-0.09968
-2.23308	-0.32139	0.092221	0.142627
-4.61370	-4.02451	-0.13552	-0.17914
-7.00804	-4.81137	-0.01258	-0.24977
-0.49273	2.163089	-0.24341	0.214147
1.345363	2.780920	0.525534	0.347464
-9.40514	-6.18629	0.340418	-0.31199
0.102653	2.840315	0.436634	0.449402
-4.79773	-3.00131	-0.31662	-0.32686
-1.00703	0.083535	0.173904	-0.02744
1.317158	2.718703	0.694915	0.441787
-4.42820	-2.67076	0.115526	0.145196
0.217631	2.133211	0.413762	0.461338
-0.43670	2.735044	0.176751	0.683949
-0.28541	0.985180	0.580122	0.584936
-0.95226	-0.71185	0.186107	0.319326
0.946501	0.865582	0.686096	0.655453
-2.12977	0.167647	-0.12941	-0.04077
-0.25211	1.662607	0.576148	0.713713
  -inf.0	  -inf.0	0.077240	-0.12916
-3.76454	-0.60273	-0.22573	-0.09671
1.725163	4.043865	0.600965	0.430022
-1.41304	0.434801	0.301936	-0.29272
-1.89844	2.581476	0.126719	0.486099
0.590800	3.629650	0.756037	0.814376
-9.34040	-7.87718	0.302063	0.347895
1.262198	2.789179	0.717811	0.827986
0.659798	3.223712	0.596185	0.618337
0.503638	1.971070	0.589900	0.476952
0.040188	3.584539	0.583655	0.799568
4.457338	5.950356	1.000000	1.000000
-1.10438	0.242629	0.167502	0.453383
-0.21157	3.355451	0.699415	0.454099
0.184403	2.452691	0.718711	0.805040
-3.94801	-1.23135	0.474434	0.250954
-4.10501	-1.79307	-0.40704	-0.27664
-1.77217	0.093180	0.049688	0.389650
-0.52174	-1.19055	0.495424	0.447510
0.243911	2.427926	0.575173	0.505881
-0.45912	0.539419	-0.14386	0.003541
0.805164	0.890754	0.656689	0.634485
-2.50168	0.122007	-0.33716	-0.07705
  -inf.0	  -inf.0	-0.18218	-0.33403
0.838299	3.689729	0.710391	0.700873
-2.35710	-0.93919	-0.38317	-0.26857
0.643141	2.250281	0.626806	0.786681
2.559757	3.987286	0.146846	0.130812
0.318363	3.187691	0.580481	0.736627
  -inf.0	  -inf.0	0.077581	-0.05599
0.566135	0.793774	0.416799	0.363738
-7.72345	-5.73387	0.276385	0.100818
0.420910	1.039500	0.586364	0.585645
-4.41431	-3.45132	-0.30425	-0.39641
-2.51146	-0.19155	-0.17874	0.175515
-2.00396	0.813676	0.468932	0.292836
-0.72919	0.869180	0.504400	0.592189
0.462046	1.214798	0.485424	0.337526
-1.43277	-1.24286	-0.23700	-0.26522
-0.78870	-0.28980	0.515712	0.486197
-0.35335	2.624250	0.349452	0.585221
-9.42448	-7.76679	-0.20999	-0.43259
-0.10114	3.462768	0.831948	0.701625
-1.04492	1.909487	0.107496	0.436756
-0.19299	0.637729	0.325076	0.439409
-6.37038	-2.35599	0.225817	-0.20808
-5.08680	-3.04785	-0.48004	-0.58224
-1.11783	1.135186	0.171297	0.229026
-6.05558	-2.61537	-0.33074	-0.38544
-3.02344	-1.23337	-0.31359	-0.22386
1.773930	3.620899	0.794234	0.756305
2.932538	6.092755	0.807076	0.731276
-0.39215	0.988850	0.317826	0.543619
-1.79436	-1.33397	0.069953	0.029275
-1.15518	-1.65541	0.334511	0.266485
-10.3784	-9.43989	0.187576	0.053884
0.046407	-0.04873	0.481205	0.420972
-5.70710	-4.70165	0.045285	0.026269
-1.24957	-0.54327	0.163583	0.159950
-3.19677	-1.53351	0.192037	0.175805
-1.08686	-0.90908	-0.10508	-0.19225
1.100929	2.510417	0.423685	0.367591
  -inf.0	  -inf.0	-0.04170	-0.02199
-8.35965	-6.62564	0.033917	-0.05322
-9.43165	-9.35534	-0.03212	-0.14096
-10.1903	-8.90862	-0.03517	-0.06044
-4.14939	-3.24926	0.091347	0.023266
-9.29664	-7.82077	0.097132	0.007487
-6.77713	-4.95538	0.036776	-0.03581
-0.01293	1.697969	0.513196	0.473488
1.657859	1.840860	0.584371	0.528354
1.020149	2.021159	0.676537	0.683669
1.180280	1.095968	0.740137	0.716933
5.064221	6.167510	0.666767	0.590850
-0.03066	0.558290	0.492612	0.421919
0.433090	0.509404	0.384865	0.356948
1.008644	1.738997	0.589019	0.512122
-0.02271	0.892889	0.649743	0.662388
-3.63509	-2.66673	-0.12007	-0.05884
2.032783	2.314536	0.577058	0.560051
-0.75706	0.562276	-0.11843	-0.06535
0.444151	0.259532	0.381942	0.334712
1.617175	2.223024	0.718318	0.726544
4.401133	5.558187	0.768387	0.766973
-2.28436	-1.00112	0.105045	0.104952
-0.69292	1.506627	0.074103	0.068007
0.484819	1.570731	0.500051	0.465653
-4.72350	-3.05255	-0.33346	-0.23612
0.844949	1.587272	0.600601	0.605942
1.679458	1.498446	0.509832	0.440466
0.629422	0.506534	0.463849	0.414331
3.461670	4.814429	0.507382	0.455928
2.869775	3.288469	0.656169	0.559514
-0.48372	1.337457	0.147327	0.119602
0.066749	0.339539	0.660141	0.652340
-5.90043	-5.53100	-0.37478	-0.34512
-3.83689	-2.59874	-0.26611	-0.16124
-0.01632	1.212344	0.552252	0.530889
0.852451	2.549698	0.578859	0.537565
1.048997	2.380224	0.677382	0.521933
0.760301	0.310689	0.548862	0.474752
-9.48332	-7.72538	-0.20227	-0.40137
-0.40308	0.795619	-0.14324	-0.07698
-0.96796	-0.12500	-0.14171	-0.12633
0.639428	-0.11738	0.612367	0.527757
0.784027	1.288928	0.654075	0.654239
-4.56590	-4.54502	-0.28897	-0.26730
0.623600	2.424605	0.597127	0.501080
0.263635	0.828993	0.612212	0.573701
6.092639	5.986650	1.000000	     1.0
-0.85451	0.844063	0.063772	0.064194
0.148107	1.823633	0.486491	0.412209
-2.62369	-0.81642	-0.12882	-0.05760
0.271462	2.597364	0.694408	0.595363
0.561340	1.609951	0.629054	0.625999
1.059723	1.885238	0.622122	0.635682
0.841375	2.146525	0.600712	0.616098
0.626543	1.827656	0.603406	0.573728
1.520428	1.233780	0.592389	0.542341
-2.95762	-1.66531	0.169042	0.139726
-10.9212	-8.18909	0.311193	0.009644
-2.51209	0.143497	-0.32044	-0.25502
2.625381	2.857696	0.454366	0.534832
-4.01738	0.090573	0.116390	0.270220
1.812957	4.718224	0.610087	0.729876
-4.98915	-3.02071	-0.27806	-0.40541
-3.77287	-0.49357	-0.31549	-0.09929
2.274190	3.371692	0.628485	0.583332
-4.93549	-2.26997	0.360491	0.158197
-5.43360	-3.06868	-0.06062	-0.21415
-1.32379	1.924566	0.274030	-0.01147
-9.63980	-7.57061	0.417154	0.244586
-1.69445	-1.85838	-0.01911	0.124207
  -inf.0	  -inf.0	0.098033	-0.11034
-1.00895	2.393605	0.217931	0.615652
0.990530	3.718482	0.866397	0.941950
-1.18338	1.034533	0.048426	0.329386
-4.78618	-1.52826	-0.47133	-0.20086
1.178975	1.475872	0.369729	0.249970
1.593902	2.912690	0.611235	0.649422
-0.67030	2.346251	0.172900	0.478398
-4.75641	-2.39189	0.158551	-0.42070
0.341263	4.028872	0.076438	0.131964
1.162515	5.125302	0.723979	0.912959
-6.88279	-6.73069	-0.07951	-0.19654
-2.50853	-1.00797	0.373104	0.291870
-0.77032	0.841170	0.311387	-0.06195
-0.52466	0.247763	0.517799	0.534257
-12.0402	-11.0633	0.038729	-0.17182
-1.02496	0.071807	-0.18432	-0.06958
-6.16731	-4.02029	-0.10374	-0.26620
-6.37016	-4.55612	-0.02315	-0.37040
-5.58872	-4.19832	0.320273	0.275781
1.586271	2.723749	0.755029	0.796803
-6.26060	-3.62661	-0.32327	-0.49649
-0.54442	1.434608	0.740944	0.675134
-8.94905	-7.06127	-0.22506	-0.43829
-2.71931	-0.47675	0.202438	0.369135
-0.91448	2.537674	0.195806	0.543947
-1.38288	1.161377	0.328159	0.609893
-7.11276	-6.08011	0.093930	-0.05930
-0.60871	-0.60968	0.467896	0.434844
  -inf.0	  -inf.0	-0.02710	-0.16738
1.495730	2.557884	0.246529	0.294028
1.438546	2.538162	0.268583	0.325480
-0.33114	0.469328	0.225860	0.297899
-7.50705	-5.86617	-0.00814	-0.10155
-5.08352	-4.36141	0.082032	0.085562
-3.11110	-1.33457	0.119862	0.176095
-6.15957	-4.52498	-0.36703	-0.56476
0.796415	1.843346	0.462650	0.509032
0.207928	1.583773	0.094264	0.178793
-3.02451	-1.99016	0.099315	0.097744
2.121211	3.936544	0.561333	0.719791
-5.68422	-3.47601	0.098912	0.060308
-4.32009	-3.32579	0.028701	-0.00001
-4.62648	-3.20197	0.027070	0.005809
  -inf.0	  -inf.0	-0.03101	-0.15071
-2.25160	-2.84257	0.108114	0.021741
  -inf.0	  -inf.0	-0.10452	-0.22575
-0.15905	0.936128	0.506885	0.530540
0.615203	2.144929	0.562387	0.476542
0.651416	1.792999	0.202006	0.284805
-0.19230	1.361838	0.164091	0.239690
-1.16436	3.236369	-0.00044	0.286241
-1.01919	-0.69738	0.260734	0.309648
-1.00833	0.739665	0.448063	0.526316
-0.12460	0.870952	0.488795	0.504270
2.530314	3.203214	0.560286	0.554801
-0.66946	0.340306	0.560603	0.582463
2.711067	3.086989	0.709328	0.715736
-3.26366	-1.36377	-0.43083	-0.19602
-0.46911	-0.55731	0.386574	0.404975
-0.33791	-0.27388	0.373631	0.326367
-0.36632	1.047190	-0.01719	0.119824
-1.86793	-1.95838	0.260982	0.278975
-2.74742	-1.37267	-0.07183	-0.12820
-1.20513	-1.43472	0.478180	0.464242
-2.45657	-1.53475	-0.25919	-0.10397
-1.46894	-0.56269	0.514162	0.516589
1.154525	2.531941	0.328342	0.381303
0.907518	1.232358	0.642340	0.633662
2.197732	2.682869	0.669701	0.634847
-0.32947	1.207337	-0.04341	0.110557
-1.39206	-1.01671	0.049885	0.142313
1.461611	3.376962	0.393874	0.409965
-0.24566	0.804093	0.058840	0.174957
-4.64962	-2.96775	-0.29844	-0.17805
0.377949	0.928159	0.456286	0.476133
2.148362	2.610426	0.658929	0.650270
-0.29813	1.024701	0.579415	0.613265
-0.29148	1.133914	0.529885	0.494731
-0.62353	-0.97897	0.414976	0.331290
-0.31766	1.749014	0.227241	0.282040
-1.81463	-0.32329	-0.15661	0.012690
3.344282	4.231632	0.743972	0.699252
-1.60389	-0.01158	-0.08209	0.024670
-0.01399	1.881182	0.585689	0.579280
-0.53931	0.120216	0.420619	0.432200
-0.48582	-0.37741	0.477164	0.470607
6.773965	6.856316	1.000000	1.000000
-0.58578	2.023163	0.430557	0.478955
-0.10590	1.686843	0.161192	0.242598
-0.46864	1.432801	0.014517	0.154419
1.199808	2.100872	0.477177	0.499474
-3.27975	-2.29959	-0.18239	-0.03237
-0.11680	1.025982	0.546531	0.590962
-0.25540	1.143916	0.462512	0.496257
0.267016	1.562298	0.619828	0.649376
1.144854	0.952376	0.525199	0.471201
-3.54074	-1.53280	0.161727	0.243141
-6.28125	-1.94995	0.279709	-0.21841
-2.90179	-1.09906	-0.28235	-0.32296
-9.88921	-7.76219	0.652416	0.473408
-2.74253	-0.15197	-0.08731	-0.09470
-1.88353	-0.91510	-0.28238	-0.34644
