#
# Observation-Count Rank words vs. self-MI
#
#
# rank	word	count	self-mi	support
71972	expertise	2	31.809	1
71973	Geikie	2	31.809	1
71974	Incendiaries	2	31.809	1
71975	\"Isn’t	2	18.056	1
71976	hostelry	2	31.809	1
71977	inimitable	2	31.809	1
71978	baillés	2	31.809	1
71979	Knipe	2	31.809	1
71980	chiliarchs	2	28.194	1
71981	riens	2	31.809	1
71982	2030	2	31.809	1
71983	Bertie.\\\\\\\\\\\\\\\	2	8.7162	1
71984	91:583	2	23.469	1
71985	fault!\\\\\\\\\\\\\\\	2	14.411	1
71986	cake,\\\\\\\	2	12.344	1
71987	Warmth	2	31.809	1
71988	ax.\\\\\\\	2	31.809	1
71989	poop	2	31.809	1
71990	Johnsons	2	20.825	1
71991	WOLF’S	2	31.809	1
71992	rollicking	2	31.809	1
71993	\"Reparation	2	20.923	1
71994	92:67	2	24.194	1
71995	drowsiness	2	31.809	1
71996	ensis	2	31.809	1
71997	Fu	2	31.809	1
71998	zoom	2	31.809	1
71999	vedere	2	31.809	1
72000	NEBRASKA	2	23.024	1
72001	Pruneaux	2	31.809	1
72002	intrepidi	2	31.809	1
72003	hollerin	2	31.809	1
72004	Heiliger	2	31.809	1
72005	Inlaid	2	31.809	1
72006	HORSF	2	12.148	1
72007	lintels	2	31.809	1
72008	119:529	2	19.409	1
72009	lady?\\\\\\\\\\\\\\\	2	22.521	1
72010	magister	2	31.809	1
72011	Horsfall	2	31.809	1
72012	\"Travels,\	2	19.256	1
72013	SZXXDRDDDRXOS	2	31.809	1
72014	Karel	2	31.809	1
72015	joiner	2	31.809	1
72016	Impermanent	2	31.809	1
72017	176:E	2	10.764	1
72018	Remember?\\\\\\\	2	16.543	1
72019	ressens	2	31.809	1
72020	Mbonga	2	31.809	1
72021	sequences	2	31.809	1
72022	=drincheile=.\	2	21.854	1
72023	vents	2	31.809	1
72024	jugez	2	31.809	1
72025	\"Ferrex	2	20.272	1
72026	victuals	2	31.809	1
72027	slangy	2	31.809	1
72028	whom?\\\\\\\\\\\\\\\	2	11.828	1
72029	beefed	2	31.809	1
72030	Kan	2	31.809	1
72031	Diane	2	31.809	1
72032	\\\"nobody,\\\	2	18.312	1
72033	Dios	2	31.809	1
72034	Mashbury	2	26.890	1
72035	RANGER	2	31.809	1
72036	Lyell	2	31.809	1
72037	infiltrated	2	31.809	1
72038	Deleted	2	2.9627	1
72039	Gibes	2	31.809	1
72040	nose.\	2	17.889	1
72041	597|	2	10.955	1
72042	indorse	2	31.809	1
72043	smugglers	2	31.809	1
72044	Wilson’ll	2	31.809	1
72045	earlier?\\\\\\\	2	12.143	1
72046	SIMON	2	31.809	1
72047	expedition?\\\	2	11.195	1
72048	idem	2	31.809	1
72049	\\\\\\\"Yours	2	12.282	1
72050	Creeping	2	31.809	1
72051	Technician	2	31.809	1
72052	ComUSMACV/CG	2	31.809	1
72053	inch.\\\\\\\\\\\\\\\	2	22.699	1
72054	d’autre	2	31.809	1
72055	REMEDY	2	31.809	1
72056	nimis	2	31.809	1
72057	Calculator	2	31.809	1
72058	worthlessness	2	31.809	1
72059	CHANGING	2	31.809	1
72060	jonesse	2	31.809	1
72061	62.36	2	8.6670	1
72062	settees	2	31.809	1
72063	ago!\\\\\\\	2	26.408	1
72064	others,\\\\\\\	2	12.385	1
72065	LONGSTREET	2	29.809	1
72066	mené	2	31.809	1
72067	~Vol	2	31.809	1
72068	allencontre	2	31.809	1
72069	em,\\\\\\\\\\\\\\\	2	20.521	1
72070	2848	2	24.194	1
72071	knows.\\\\\\\	2	29.809	1
72072	200_l	2	15.809	1
72073	notions,\\\\\\\\\\\\\\\	2	25.634	1
72074	recrossing	2	31.809	1
72075	Baglijah	2	31.809	1
72076	yourself!\\\\\\\\\\\\\\\	2	12.344	1
72077	hand.\	2	15.693	1
72078	Johnny!\\\\\\\	2	29.809	1
72079	Cayenne	2	25.165	1
72080	Alton	2	31.809	1
72081	BUDDY	2	2.9627	1
72082	tesselated	2	31.809	1
72083	furderthien	2	31.809	1
72084	=29th=	2	31.809	1
72085	\"Diarmuid	2	17.971	1
72086	thoughts?\\\\\\\	2	29.809	1
72087	BIGG	2	31.809	1
72088	2^	2	5.9232	1
72089	l’espace	2	31.809	1
72090	Booker	2	31.809	1
72091	Ernesti	2	31.809	1
72092	bellum	2	31.809	1
72093	\\\\\\\"18	2	31.809	1
72094	unconquerable	2	31.809	1
72095	\"Fair	2	31.809	1
72096	Jochmus’s	2	31.809	1
72097	Quit	2	31.809	1
72098	poll	2	31.809	1
72099	Bagration	2	11.493	1
72100	Natasha's	2	18.068	1
72101	\\\\\\\\\\\\\\\"didn't	2	5.9232	1
72102	harpoon	2	31.809	1
72103	Fiennes	2	31.809	1
72104	\"Wait,\	2	11.803	1
72105	Paurazas	2	31.809	1
72106	listen,\\\\\\\\\\\\\\\	2	26.890	1
72107	gander	2	31.809	1
72108	Northland.=	2	31.809	1
72109	coffin.\	2	11.195	1
72110	undervalued	2	31.809	1
72111	lxix	2	23.550	1
72112	Olahus	2	31.809	1
72113	\\\\\\\\\\\\\\\"'Yukteswar	2	3.4122	1
72114	proceribus	2	31.809	1
72115	Stimmen	2	31.809	1
72116	dampness	2	31.809	1
72117	ALLIBONE	2	31.809	1
72118	print,\\\\\\\\\\\\\\\	2	25.995	1
72119	Emigrants	2	31.809	1
72120	coquettes	2	31.809	1
72121	’86	2	31.809	1
72122	Monmouth	2	31.809	1
72123	overcrowded	2	24.408	1
72124	92:1372	2	23.469	1
72125	divorced	2	31.809	1
72126	enfin	2	31.809	1
72127	billowing	2	31.809	1
72128	SURVIVAL	2	31.809	1
72129	perniciously	2	31.809	1
72130	Galilee.\	2	12.054	1
72131	\\\\\\\\\\\\\\\"Ryter,\\\\\\\\\\\\\\\	2	10.439	1
72132	expected,\\\	2	13.811	1
72133	altercation	2	31.809	1
72134	canons	2	31.809	1
72135	appreciative	2	31.809	1
72136	not?!\\\\\\\	2	29.165	1
72137	Prés	2	31.809	1
72138	wry	2	31.809	1
72139	searchers	2	31.809	1
72140	\"Peacock\	2	23.550	1
72141	BACKGROUND	2	5.0213	1
72142	l’accompagner	2	31.809	1
72143	63:461	2	25.165	1
72144	Bern	2	31.809	1
72145	bibliophiles	2	31.809	1
72146	871	2	21.024	1
72147	~Under	2	31.809	1
72148	capital.\\\\\\\	2	12.385	1
72149	117:309	2	27.165	1
72150	father!\\\\\\\	2	8.7162	1
72151	Shorey	2	31.809	1
72152	underskirt	2	31.809	1
72153	coquettish	2	31.809	1
72154	Sherwood’s	2	14.594	1
72155	day...\\\\\\\	2	22.761	1
72156	Amidst	2	31.809	1
72157	37:699	2	19.971	1
72158	63:591	2	25.165	1
72159	therapists	2	31.809	1
72160	DSQSAQGGGGXRDAZOG	2	31.809	1
72161	1APR68	2	14.809	1
72162	Kinsey	2	28.639	1
72163	d’hoirie	2	31.809	1
72164	22:462	2	23.995	1
72165	\\\"Giacomo!\\\	2	10.439	1
72166	Faculties	2	29.809	1
72167	luctu	2	31.809	1
72168	offre	2	31.809	1
72169	inaction	2	31.809	1
72170	cooperate.\\\\\\\\\\\\\\\	2	13.145	1
72171	exaction	2	31.809	1
72172	|according	2	31.809	1
72173	\\\\\\\\\\\\\\\"High	2	3.4122	1
72174	octennali	2	31.809	1
72175	Sanjaks	2	26.639	1
72176	Sune	2	31.809	1
72177	=Chats	2	31.809	1
72178	resistless	2	31.809	1
72179	swivels	2	31.809	1
72180	Queene_\	2	31.809	1
72181	Littlecote	2	31.809	1
72182	Obstacle	2	31.809	1
72183	unsympathetic	2	31.809	1
72184	Milosch	2	31.809	1
72185	PX	2	31.809	1
72186	Ladislaw?\\\\\\\\\\\\\\\	2	10.439	1
72187	LANGBRIDGE	2	31.809	1
72188	598:B	2	10.764	1
72189	Brighton	2	29.165	1
72190	Robinson_'s	2	18.155	1
72191	profanity	2	31.809	1
72192	Holloa	2	13.320	1
72193	Panthéon	2	31.809	1
72194	Africa,\\\	2	25.995	1
72195	stark	2	31.809	1
72196	wheezed	2	21.275	1
72197	fidelibus	2	31.809	1
72198	22:217	2	24.408	1
72199	Baldrick,\\\\\\\	2	8.7162	1
72200	HOURS,\	2	31.809	1
72201	Band’s	2	31.809	1
72202	expectorated	2	31.809	1
72203	=101D=	2	31.809	1
72204	Micher	2	31.809	1
72205	FIFTY	2	31.809	1
72206	conformed	2	31.809	1
72207	Illtraming?\\\\\\\\\\\\\\\	2	11.195	1
72208	Rinck	2	31.809	1
72209	949	2	23.995	1
72210	complementary	2	31.809	1
72211	TEREBRATULA	2	31.809	1
72212	baby,\\\\\\\	2	8.7162	1
72213	12:198	2	24.194	1
72214	cube	2	31.809	1
72215	\\\\\\\"n	2	18.339	1
72216	\"'There	2	14.031	1
72217	HITCHMAN	2	31.809	1
72218	UNDERGROUND	2	31.809	1
72219	mengeries	2	31.809	1
72220	624:B	2	10.764	1
72221	Severin	2	31.809	1
72222	winner’s	2	31.809	1
72223	divisé	2	31.809	1
72224	\\\\\\\\\\\\\\\"None,\\\\\\\\\\\\\\\	2	10.439	1
72225	practiser	2	31.809	1
72226	Residence.\\\\\\\	2	31.809	1
72227	graphite	2	31.809	1
72228	ineligible	2	31.809	1
72229	arise.\\\\\\\	2	25.313	1
72230	13:224	2	31.809	1
72231	Sailors	2	31.809	1
72232	beanfields	2	31.809	1
72233	Swounds	2	14.031	1
72234	Grivesnes	2	2.9627	1
72235	Rudder	2	28.194	1
72236	lead.\\\\\\\\\\\\\\\	2	29.809	1
72237	honoreris	2	24.299	1
72238	despotic	2	31.809	1
72239	complainin	2	31.809	1
72240	lxxxv	2	31.809	1
72241	106MM	2	31.809	1
72242	Whitelaw	2	31.809	1
72243	Lich	2	26.194	1
72244	how.\	2	26.408	1
72245	watercourse	2	31.809	1
72246	191│	2	31.809	1
72247	Magic?\\\\\\\	2	27.469	1
72248	Coddington	2	31.809	1
72249	Sunk	2	31.809	1
72250	ship!\\\\\\\\\\\\\\\	2	14.411	1
72251	resist.\\\\\\\	2	29.809	1
72252	jouées	2	31.809	1
72253	\\\\\\\"Anarchy	2	6.7573	1
72254	operatives	2	31.809	1
72255	beauté	2	31.809	1
72256	SSgt	2	31.809	1
72257	\"2	2	3.4122	1
72258	Robbins	2	31.809	1
72259	Journalism	2	21.509	1
72260	Mary.\\\\\\\\\\\\\\\	2	8.7162	1
72261	McArthur	2	12.365	1
72262	ejaculates	2	31.809	1
72263	assassins	2	31.809	1
72264	729	2	27.165	1
72265	26.05	2	8.6670	1
72266	fumigation	2	31.809	1
72267	holm	2	31.809	1
72268	currant	2	31.809	1
72269	darlings	2	31.809	1
72270	strenuam	2	31.809	1
72271	Aghá	2	29.809	1
72272	lumbered	2	31.809	1
72273	resuscitée	2	31.809	1
72274	sawmill	2	31.809	1
72275	15:377	2	19.924	1
72276	Regularly	2	31.809	1
72277	forfeit!\\\\\\\\\\\\\\\	2	8.7162	1
72278	outshine	2	31.809	1
72279	Preserve	2	31.809	1
72280	Wherein	2	31.809	1
72281	Figgis	2	31.809	1
72282	surgeons	2	31.809	1
72283	BRUMBY	2	19.924	1
72284	SHOCKING	2	31.809	1
72285	nephew.\\\\\\\\\\\\\\\	2	14.411	1
72286	scold	2	31.809	1
72287	JOINT	2	31.809	1
72288	lenk	2	31.809	1
72289	Blueberries	2	2.9627	1
72290	week!\\\\\\\	2	16.499	1
72291	Duodecimo	2	26.890	1
72292	Nest	2	31.809	1
72293	purpose!\\\\\\\\\\\\\\\	2	17.924	1
72294	Tehama	2	29.809	1
72295	\\\"where	2	11.838	1
72296	qu’entendu	2	31.809	1
72297	Montclair	2	31.809	1
72298	wait.\\\	2	11.828	1
72299	\\\\\\\\\\\\\\\"Oof!\\\\\\\\\\\\\\\	2	17.581	1
72300	potter	2	31.809	1
72301	icicles	2	31.809	1
72302	FRED	2	12.148	1
72303	pimpernels	2	31.809	1
72304	êtes	2	29.809	1
72305	14,356	2	31.809	1
72306	evill	2	20.436	1
72307	Discoveries	2	29.809	1
72308	Kant's	2	31.809	1
72309	Simmer	2	31.809	1
72310	moralizing	2	28.639	1
72311	cordiality	2	31.809	1
72312	urbes	2	31.809	1
72313	Portugal’s	2	31.809	1
72314	Empire?\\\\\\\\\\\\\\\	2	11.195	1
72315	1350	2	31.809	1
72316	117:660	2	19.409	1
72317	HUGHES	2	31.809	1
72318	Munera	2	31.809	1
72319	Inglis	2	29.809	1
72320	Phlox	2	31.809	1
72321	Greenleaf’s	2	31.809	1
72322	\\\\\\\"Hm,\\\\\\\	2	10.439	1
72323	præstantissimum	2	31.809	1
72324	Lopez	2	31.809	1
72325	2.\	2	31.809	1
72326	Spaceframe	2	31.809	1
72327	FN15	2	28.639	1
72328	names?\	2	21.854	1
72329	\\\\\\\\\\\\\\\"'Quite	2	14.031	1
72330	Groen	2	31.809	1
72331	since.\\\\\\\	2	21.764	1
72332	\"_Poetical	2	31.809	1
72333	razors	2	31.809	1
72334	4:19	2	25.634	1
72335	faker	2	31.809	1
72336	Mayas	2	31.809	1
72337	Spurred	2	31.809	1
72338	déliverez	2	31.809	1
72339	24Dec68	2	22.194	1
72340	reasons,\\\\\\\\\\\\\\\	2	25.165	1
72341	Eva.\	2	31.809	1
72342	Islámból	2	31.809	1
72343	sol	2	7.6606	1
72344	Tenderloin	2	31.809	1
72345	Capitanus	2	31.809	1
72346	Lismore	2	27.165	1
72347	Limburg	2	31.809	1
72348	Ger	2	29.809	1
72349	BIOLOGY	2	31.809	1
72350	mirabilis	2	31.809	1
72351	these?\\\\\\\	2	17.238	1
72352	Darboy	2	31.809	1
72353	first\\\	2	28.639	1
72354	outhouses	2	31.809	1
72355	\\\\\\\\\\\\\\\"hypnotism\\\\\\\\\\\\\\\	2	20.730	1
72356	Grandfather?\	2	8.7162	1
72357	evaporated	2	31.809	1
72358	Lauzun	2	31.809	1
72359	Skepticism	2	31.809	1
72360	507|	2	10.955	1
72361	l’évesque	2	31.809	1
72362	Appleton’s	2	31.809	1
72363	\\\\\\\"Beautiful,\\\\\\\	2	3.4122	1
72364	strata	2	31.809	1
72365	suffer.\\\\\\\\\\\\\\\	2	13.811	1
72366	Foremost	2	31.809	1
72367	Apes\\\\\\\\\\\\\\\	2	12.385	1
72368	politics,\\\\\\\	2	31.809	1
72369	LEYLAND	2	27.469	1
72370	vouch	2	31.809	1
72371	pyerch	2	31.809	1
72372	barge	2	31.809	1
72373	vituperation	2	31.809	1
72374	PCV's	2	31.809	1
72375	OMELET	2	31.809	1
72376	Trumbull	2	14.769	1
72377	Mortmain	2	31.809	1
72378	11:59	2	24.639	1
72379	A?\\\\\\\\\\\\\\\	2	12.415	1
72380	cordelier	2	31.809	1
72381	curriculum	2	31.809	1
72382	\\\\\\\"LUKE!!\\\\\\\	2	10.439	1
72383	lizards	2	31.809	1
72384	Rambaugh	2	23.024	1
72385	’14	2	31.809	1
72386	tail,\\\\\\\\\\\\\\\	2	12.385	1
72387	dropt	2	31.809	1
72388	drollery	2	31.809	1
72389	alive,\\\\\\\\\\\\\\\	2	14.960	1
72390	rrr	2	31.809	1
72391	cadres	2	31.809	1
72392	Scherr	2	31.809	1
72393	\\\\\\\"Queen	2	3.4122	1
72394	sprinted	2	31.809	1
72395	Προμηθ	2	24.299	1
72396	Coblenz	2	31.809	1
72397	Leavitt	2	31.809	1
72398	\\\"D	2	25.165	1
72399	aquis	2	31.809	1
72400	462,550_l	2	14.805	1
72401	important\\\\\\\	2	19.742	1
72402	plane.\\\\\\\	2	11.195	1
72403	Andronicus_,\	2	31.809	1
72404	zodiac	2	31.809	1
72405	carpets,\\\\\\\\\\\\\\\	2	11.195	1
72406	\\\\\\\"Nowhere	2	3.4122	1
72407	105:698	2	27.809	1
72408	22:372	2	16.865	1
72409	Hoof	2	31.809	1
72410	\"Down	2	8.5764	1
72411	j’écrivis	2	31.809	1
72412	Bottle	2	31.809	1
72413	autocrat	2	31.809	1
72414	TRENCADO	2	31.809	1
72415	Loeffler’s	2	31.809	1
72416	dia	2	31.809	1
72417	him!\\\	2	21.165	1
72418	Analogical	2	31.809	1
72419	galareta	2	31.809	1
72420	\\\"Accordingly	2	3.4122	1
72421	Matting	2	31.809	1
72422	bluntly	2	31.809	1
72423	Personality	2	31.809	1
72424	BROWN’S	2	31.809	1
72425	GIRARD	2	31.809	1
72426	\"help	2	18.923	1
72427	Peter.\\\	2	10.439	1
72428	*ADVENTURES*	2	31.809	1
72429	\\\\\\\"Merlin,\\\\\\\	2	11.803	1
72430	Anquetil	2	31.809	1
72431	imprecations	2	31.809	1
72432	fuck,\\\\\\\	2	8.7162	1
72433	Wernher	2	31.809	1
72434	rhythmical	2	31.809	1
72435	alone!\\\\\\\\\\\\\\\	2	14.312	1
72436	Recommends	2	25.995	1
72437	ape,\\\\\\\\\\\\\\\	2	25.165	1
72438	SOUVENIR	2	22.521	1
72439	lover’s	2	31.809	1
72440	end,\\\\\\\\\\\\\\\	2	11.195	1
72441	l’étalage	2	31.809	1
72442	Delone	2	27.165	1
72443	Actually.\\\\\\\	2	16.543	1
72444	professedly	2	31.809	1
72445	mouthfuls	2	31.809	1
72446	clippings	2	31.809	1
72447	wanna	2	31.809	1
72448	\\\"then	2	12.726	1
72449	Jewurgi	2	31.809	1
72450	Ignacio	2	31.809	1
72451	mannerisms	2	31.809	1
72452	ducking	2	26.639	1
72453	immobility	2	31.809	1
72454	1.51	2	31.809	1
72455	Provision	2	17.764	1
72456	KNOW	2	31.809	1
72457	teneat	2	31.809	1
72458	annuities	2	31.809	1
72459	strewing	2	31.809	1
72460	recurrent	2	31.809	1
72461	l’autel	2	31.809	1
72462	pseudo	2	31.809	1
72463	HOVENDEN	2	31.809	1
72464	wobbling	2	31.809	1
72465	K. W	2	5.0213	1
72466	denser	2	31.809	1
72467	2Ki	2	29.809	1
72468	clansmen	2	31.809	1
72469	reviewer	2	31.809	1
72470	Sash	2	31.809	1
72471	41:A	2	10.764	1
72472	monkies	2	31.809	1
72473	161.1	2	8.6670	1
72474	Skyraiders	2	31.809	1
72475	schoolboy	2	31.809	1
72476	Nevermind	2	2.9627	1
72477	\\\\\\\\\\\\\\\"Lordy	2	5.9232	1
72478	hillock	2	31.809	1
72479	Northport	2	31.809	1
72480	ALIVE	2	31.809	1
72481	NEWTON	2	31.809	1
72482	Elaigar.\\\\\\\\\\\\\\\	2	11.195	1
72483	tutelage	2	31.809	1
72484	parsnips	2	31.809	1
72485	Korak	2	31.809	1
72486	http://www.gutenberg.net/1/0/2/3/10234	2	29.809	1
72487	impulsive	2	31.809	1
72488	water?\\\	2	12.344	1
72489	Astrodata	2	31.809	1
72490	Chio's	2	31.809	1
72491	Elizabeth.=	2	31.809	1
72492	=3.=	2	15.434	1
72493	foyer	2	31.809	1
72494	VIGILANS	2	31.809	1
72495	loveth	2	31.809	1
72496	Beauties	2	18.007	1
72497	Hoskins	2	31.809	1
72498	\\\"Halloo!\\\	2	10.439	1
72499	wickedly	2	31.809	1
72500	\\\"Hullo,\\\	2	10.439	1
72501	http://promo.net/pg	2	18.353	1
72502	like!\\\\\\\\\\\\\\\	2	13.811	1
72503	exequenda	2	31.809	1
72504	\\\"an	2	5.9232	1
72505	plaint	2	31.809	1
72506	1749	2	2.9627	1
72507	doctoring	2	31.809	1
72508	habitants	2	31.809	1
72509	Darley	2	31.809	1
72510	EXPRESSION	2	31.809	1
72511	vizarded	2	31.809	1
72512	estants	2	31.809	1
72513	Emanations	2	31.809	1
72514	Princeps	2	31.809	1
72515	superioribus	2	31.809	1
72516	Improvisation	2	2.9627	1
72517	unwarranted	2	31.809	1
72518	5.0	2	8.6670	1
72519	floorboard	2	31.809	1
72520	STEFFENS	2	31.809	1
72521	 While	2	13.891	1
72522	venant	2	31.809	1
72523	acknowledges	2	31.809	1
72524	Baffin’s	2	31.809	1
72525	Er	2	2.9627	1
72526	singulari	2	31.809	1
72527	WORDSWORTH	2	31.809	1
72528	sky’s	2	31.809	1
72529	Ammon,\	2	31.809	1
72530	hotbed	2	31.809	1
72531	disorganizing	2	31.809	1
72532	pastimes	2	31.809	1
72533	Veranda	2	31.809	1
72534	field.\	2	11.195	1
72535	exigit	2	31.809	1
72536	332:A	2	10.764	1
72537	laissa	2	31.809	1
72538	whustle	2	31.809	1
72539	=$225=	2	31.809	1
72540	lustrous	2	31.809	1
72541	nonnullis	2	31.809	1
72542	fretful	2	31.809	1
72543	PROPELLANT	2	31.809	1
72544	consilio	2	31.809	1
72545	drea_’fully	2	11.143	1
72546	crunch	2	31.809	1
72547	FEET	2	31.809	1
72548	Schomburgk	2	31.809	1
72549	squelch	2	31.809	1
72550	Bourse	2	31.809	1
72551	senilis	2	31.809	1
72552	bootlicker	2	31.809	1
72553	nitric	2	31.809	1
72554	Oblique	2	31.809	1
72555	SPACEFRAME	2	22.299	1
72556	Astrid,\\\\\\\	2	8.7162	1
72557	Baggage	2	31.809	1
72558	dear\\\\\\\	2	5.9232	1
72559	prawns	2	31.809	1
72560	hurly	2	31.809	1
72561	404:C	2	10.764	1
72562	Kinglake’s	2	31.809	1
72563	restrains	2	31.809	1
72564	Môrias	2	31.809	1
72565	\\\"Nobody's	2	31.809	1
72566	Griffin	2	7.6606	1
72567	vapors	2	31.809	1
72568	fêted	2	31.809	1
72569	Conta	2	28.639	1
72570	wedlock	2	31.809	1
72571	ramps	2	31.809	1
72572	Stockade	2	31.809	1
72573	designating	2	31.809	1
72574	\\\\\\\\\\\\\\\"Whew	2	16.857	1
72575	57.96	2	8.6670	1
72576	entendit	2	31.809	1
72577	ungenerous	2	31.809	1
72578	rousing	2	31.809	1
72579	congestion	2	31.809	1
72580	York.=	2	31.809	1
72581	Valid	2	31.809	1
72582	Coligny’s	2	31.809	1
72583	jeunes	2	31.809	1
72584	window.\\\\\\\\\\\\\\\	2	12.385	1
72585	DUMPS	2	2.9627	1
72586	State\\\	2	31.809	1
72587	\"Induction\	2	31.809	1
72588	Belgæ	2	7.6606	1
72589	instigator	2	31.809	1
72590	country's	2	31.809	1
72591	Vigilantes	2	31.809	1
72592	son!\\\\\\\\\\\\\\\	2	17.889	1
72593	continent.\\\\\\\\\\\\\\\	2	11.195	1
72594	Sommers	2	31.809	1
72595	awesome!\\\\\\\	2	18.312	1
72596	complicated.\\\\\\\	2	18.715	1
72597	SCRAMBLED	2	31.809	1
72598	Wanton	2	31.809	1
72599	logically	2	31.809	1
72600	chubby	2	31.809	1
72601	few,\\\\\\\\\\\\\\\	2	20.761	1
72602	1716	2	2.9627	1
72603	Spanish,\	2	18.220	1
72604	Obsidian	2	31.809	1
72605	conoid	2	31.809	1
72606	POSY	2	28.639	1
72607	snowshoes	2	31.809	1
72608	alive?\\\\\\\	2	25.165	1
72609	l’humble	2	31.809	1
72610	Tectosages	2	31.809	1
72611	Symbiotes\\\\\\\\\\\\\\\	2	27.809	1
72612	avidity	2	31.809	1
72613	\\\\\\\\\\\\\\\"seem	2	5.9232	1
72614	Figurines	2	29.809	1
72615	outstrip	2	31.809	1
72616	Sardinia	2	31.809	1
72617	TheByronicMan	2	20.408	1
72618	travois	2	31.809	1
72619	Bribery	2	31.809	1
72620	fovendis	2	31.809	1
72621	Shorts	2	29.809	1
72622	91:235	2	18.550	1
72623	21Jan69	2	22.194	1
72624	Ravia	2	31.809	1
72625	holidays.\\\\\\\\\\\\\\\	2	11.195	1
72626	cleans	2	31.809	1
72627	frigid	2	31.809	1
72628	embezzle	2	31.809	1
72629	105:245	2	19.947	1
72630	Sumter	2	26.639	1
72631	them!\\\	2	13.145	1
72632	Kermel	2	31.809	1
72633	683:C	2	10.764	1
72634	Speeches\	2	31.809	1
72635	calm?\\\\\\\	2	18.715	1
72636	MORISON	2	31.809	1
72637	second.\\\\\\\	2	13.701	1
72638	Verner	2	11.104	1
72639		“Please	2	12.023	1
72640	revolutionists	2	31.809	1
72641	Admiration	2	2.9627	1
72642	WHEREAS	2	31.809	1
72643	Natura	2	31.809	1
72644	dustups	2	31.809	1
72645	Acrobat	2	31.809	1
72646	wouldst	2	16.841	1
72647	Soult	2	31.809	1
72648	sacrilege	2	31.809	1
72649	fusillade	2	31.809	1
72650	Protocol	2	31.809	1
72651	\\\\\\\"Great,\\\\\\\	2	11.803	1
72652	deviated	2	31.809	1
72653	Alcalde	2	31.809	1
72654	Mandan\\\	2	29.809	1
72655	inertia	2	31.809	1
72656	trashy	2	31.809	1
72657	SPECIMENS	2	31.809	1
72658	Severance	2	31.809	1
72659	beautiful,\\\\\\\	2	31.809	1
72660	infracto	2	31.809	1
72661	affable	2	31.809	1
72662	IMITATION	2	31.809	1
72663	Saturninus	2	31.809	1
72664	bask	2	31.809	1
72665	\\\\\\\"Dark	2	3.4122	1
72666	Durward	2	31.809	1
72667	Villanie,\	2	12.054	1
72668	Smyrnas	2	31.809	1
72669	162:C	2	10.764	1
72670	DRACULA	2	28.639	1
72671	briny	2	31.809	1
72672	truth,\\\	2	11.195	1
72673	Periapts	2	31.809	1
72674	TRIP	2	31.809	1
72675	wharves	2	31.809	1
72676	Erskine	2	31.809	1
72677	\\\"T.I.\\\	2	15.742	1
72678	Joüarrs	2	31.809	1
72679	Wehling?\\\\\\\\\\\\\\\	2	10.439	1
72680	\\\\\\\"Drell	2	3.4122	1
72681	that..\\\\\\\	2	16.093	1
72682	temple.\\\\\\\\\\\\\\\	2	12.385	1
72683	secret?\\\\\\\	2	13.701	1
72684	ungraciously	2	31.809	1
72685	mignon	2	31.809	1
72686	tea?\\\\\\\\\\\\\\\	2	12.344	1
72687	swamps,\\\\\\\\\\\\\\\	2	11.195	1
72688	benignant	2	31.809	1
72689	─────────────┼──────┼───────┬────────────┼────────┼───────┼────────	2	11.374	1
72690	Kaplan	2	13.547	1
72691	WINSTON	2	31.809	1
72692	BRAIN	2	31.809	1
72693	sheaves	2	31.809	1
72694	Chest	2	31.809	1
72695	austerities	2	31.809	1
72696	Nanna	2	31.809	1
72697	\\\\\\\"a	2	5.9232	1
72698	252:E	2	10.764	1
72699	predestined	2	31.809	1
72700	Corbusier’s	2	31.809	1
72701	contradictions	2	31.809	1
72702	hac	2	31.809	1
72703	saige	2	31.809	1
72704	Firing	2	31.809	1
72705	wha	2	31.809	1
72706	Fishlegs	2	8.0775	1
72707	Farming	2	15.540	1
72708	Britain\\\\\\\\\\\\\\\	2	31.809	1
72709	558:B	2	10.764	1
72710	rebating	2	31.809	1
72711	Tae	2	16.099	1
72712	\"Hasn’t	2	3.4122	1
72713	Oneida	2	31.809	1
72714	Lydgate.\\\\\\\\\\\\\\\	2	10.439	1
72715	3117	2	2.9627	1
72716	ballad	2	31.809	1
72717	horses?\\\\\\\\\\\\\\\	2	11.195	1
72718	emissivity	2	31.809	1
72719	nylon	2	31.809	1
72720	Denver	2	31.809	1
72721	Ano	2	31.809	1
72722	Achmet’s	2	31.809	1
72723	elationes	2	31.809	1
72724	blanketing	2	31.809	1
72725	Bites	2	31.809	1
72726	eunuch’s	2	31.809	1
72727	crate	2	31.809	1
72728	stooge	2	31.809	1
72729	TARBELL	2	31.809	1
72730	meddlin	2	31.809	1
72731	\"Things	2	21.947	1
72732	63:583	2	25.165	1
72733	selector	2	31.809	1
72734	Paso	2	31.809	1
72735	Buch	2	31.809	1
72736	Kinneys	2	31.809	1
72737	Fates	2	31.809	1
72738	siphoning	2	31.809	1
72739	519|	2	10.955	1
72740	\\\\\\\"Stage	2	31.809	1
72741	commemorated	2	31.809	1
72742	AERO	2	31.809	1
72743	\"some	2	12.726	1
72744	6.9	2	8.6670	1
72745	Negress	2	31.809	1
72746	wafted	2	31.809	1
72747	privateer	2	31.809	1
72748	fauna	2	31.809	1
72749	pollution	2	31.809	1
72750	M'am,\\\\\\\\\\\\\\\	2	8.7162	1
72751	cheapness	2	31.809	1
